Name,X [ ],Y [ ],DeltaE [kcal/mol],Reaction,HOMO Energy [eV],Mulliken Charge [a.u],Molecular Weight in [a.u.],Molecular Shape [ ],Molecular Volume [A^3],L1,L2,bond type
Pd_11.30,-1.165727658468e+01,-8.072766750885e+00,-25.550000,Suzuki,-4.89468,-0.495036,745.449,0.29268,1401.419,11,30,0
Pd_11.31,-1.014585856964e+01,-8.798916603951e+00,-36.460000,Kumada,-5.01228,-0.400212,690.330,0.32432,1210.794,11,31,0
Pd_11.32,-6.835575113469e+00,4.589623181291e+00,-42.320000,Negishi,-4.6927,-0.447532,570.195,0.36667,1083.115,11,32,0
Pd_11.33,-7.277204447477e+00,4.399077850122e+00,-40.680000,Negishi,-4.7485,-0.349064,598.248,0.34375,1095.988,11,33,0
Pd_11.34,-8.035668312571e+00,4.217184098379e+00,-38.560000,Kumada,-4.52665,-0.487253,626.302,0.32353,1227.509,11,34,0
Pd_11.35,-8.199357658086e+00,3.833141955420e+00,-33.430000,Kumada,-4.4869,-0.510627,654.356,0.30556,1077.666,11,35,0
Pd_11.36,-9.856495655955e+00,3.605506328856e+00,-43.760000,Stille,-4.53645,-0.465979,706.432,0.325,1421.299,11,36,0
Pd_11.37,-1.855691052040e+01,6.462281930422e+00,-39.280000,Negishi,-4.57292,-0.369973,777.490,0.54167,1790.288,11,37,0
Pd_11.38,-6.764395927127e+00,4.591513104851e+00,-42.740000,Negishi,-4.62954,-0.452263,571.203,0.36667,1039.528,11,38,0
Pd_11.39,-7.419312237880e+00,4.409683861679e+00,-43.500000,Stille,-4.73816,-0.335511,599.256,0.34375,1161.472,11,39,0
Pd_1.13,-8.042744811874e+00,-9.386067790929e+00,-18.330000,Kumada,-6.04914,-0.128821,550.141,0.40741,1273.866,1,13,0
Pd_11.40,-7.967910283930e+00,4.205932508515e+00,-40.150000,Negishi,-4.46513,-0.486662,627.310,0.32353,1194.962,11,40,0
Pd_11.41,-1.176809798055e+01,3.327893625988e+00,-38.200000,Kumada,-4.57973,-0.350756,779.506,0.30435,1536.735,11,41,0
Pd_11.42,-7.454681761044e+00,5.197994321193e+00,-41.220000,Negishi,-4.85575,-0.469455,611.031,0.36667,1189.969,11,42,0
Pd_11.43,-7.988102502442e+00,4.841993920788e+00,-35.690000,Kumada,-4.83996,-0.487590,639.085,0.34375,1215.845,11,43,0
Pd_11.44,-7.784842414931e+00,4.455437119575e+00,-36.170000,Kumada,-4.51059,-0.517045,598.248,0.34375,1292.606,11,44,0
Pd_11.45,-1.002500241078e+01,3.665151783519e+00,-38.860000,Negishi,-4.75776,-0.384269,704.416,0.325,1518.939,11,45,0
Pd_11.46,-1.018810940289e+01,3.512127578359e+00,-38.500000,Kumada,-4.69596,-0.487179,724.406,0.33333,1447.492,11,46,0
Pd_11.47,-1.047577084599e+01,3.372408479729e+00,-33.680000,Kumada,-4.73407,-0.373006,738.433,0.32558,1456.738,11,47,0
Pd_11.48,-8.001122306600e+00,4.225735831454e+00,-38.970000,Negishi,-4.6388,-0.517183,633.274,0.37143,1154.725,11,48,0
Pd_11.49,-8.234913722561e+00,4.233487765939e+00,-39.840000,Negishi,-4.60722,-0.469467,632.266,0.37143,1249.128,11,49,0
Pd_1.14,-8.603680641256e+00,-9.829080200329e+00,-18.005490,Kumada,NAN,NAN,550.141,0.33333,1183.570,1,14,0
Pd_11.50,2.936887665184e+00,-5.527182470973e+00,-32.980000,Kumada,-4.75068,-0.394114,553.164,0.37931,1194.843,11,50,0
Pd_11.51,2.454564894048e+00,-5.491475627476e+00,-31.600000,Kumada,-4.75476,-0.373023,587.609,0.36667,1261.074,11,51,0
Pd_11.52,2.553019528486e+00,-5.515096729470e+00,-34.470000,Kumada,-4.88679,-0.374546,587.609,0.36667,1212.527,11,52,0
Pd_11.53,2.232639550160e+00,-5.219539540672e+00,-32.750000,Kumada,-4.8759,-0.392821,587.609,0.4,1344.332,11,53,0
Pd_11.54,2.842140237389e+00,-5.588930472111e+00,-34.500000,Kumada,-4.79233,-0.345194,571.154,0.36667,1151.644,11,54,0
Pd_11.55,2.896554824640e+00,-5.628853244470e+00,-31.900000,Kumada,-4.86419,-0.387673,571.154,0.36667,1109.941,11,55,0
Pd_11.56,2.664026243988e+00,-5.350502654458e+00,-32.180000,Kumada,-4.84895,-0.395211,571.154,0.4,1263.047,11,56,0
Pd_11.57,2.770244732129e+00,-5.558999700611e+00,-36.740000,Kumada,-4.76374,-0.370993,567.191,0.36667,1209.399,11,57,0
Pd_11.58,2.879631226333e+00,-5.602279381655e+00,-32.440000,Kumada,-4.70849,-0.395175,567.191,0.36667,1139.189,11,58,0
Pd_11.59,2.670753111014e+00,-5.395760618413e+00,-34.130000,Kumada,-4.675,-0.389795,567.191,0.4,1271.467,11,59,0
Pd_1.15,-8.481026998923e+00,-1.037818930086e+01,-15.830000,Kumada,-6.13353,-0.147534,550.141,0.33333,934.3242,1,15,0
Pd_11.60,2.572755418429e+00,-5.574747852666e+00,-34.460000,Kumada,-5.30518,-0.281736,583.190,0.35484,1211.157,11,60,0
Pd_11.61,2.652992412709e+00,-5.472328501613e+00,-34.330000,Kumada,-4.7172,-0.393342,583.190,0.3871,1207.643,11,61,0
Pd_11.62,1.814775051918e+00,-5.024214899346e+00,-31.650000,Kumada,-4.65431,-0.400344,583.190,0.41935,1459.387,11,62,0
Pd_11.63,1.874844405130e+00,-5.185121750684e+00,-33.390000,Kumada,-4.49289,-0.404189,596.233,0.40625,1420.044,11,63,0
Pd_11.64,2.518746909947e+00,-5.560280913221e+00,-34.520000,Kumada,-4.75585,-0.380483,581.218,0.35484,1244.310,11,64,0
Pd_11.65,2.344890938499e+00,-5.497023686865e+00,-35.550000,Kumada,-4.70386,-0.382260,595.245,0.375,1265.404,11,65,0
Pd_11.66,2.012739139875e+00,-5.288760109787e+00,-31.930000,Kumada,-5.00683,-0.324591,607.134,0.375,1336.186,11,66,0
Pd_11.67,4.181894806814e+00,-2.095909913540e+01,-36.990000,Kumada,-5.15165,-0.260564,541.129,0.47826,1081.699,11,67,0
Pd_11.68,4.615957411448e+00,-2.141529666183e+01,-33.420000,Kumada,-4.88243,-0.329515,531.134,0.40741,1068.393,11,68,0
Pd_11.69,3.507319272227e+00,-5.506237266136e+00,-32.220000,Kumada,-4.73026,-0.391023,532.166,0.40741,1025.871,11,69,0
Pd_1.16,-9.776014403366e+00,-9.190690691841e+00,-5.400000,Stille,-5.81966,-0.158566,634.302,0.33333,1290.864,1,16,0
Pd_11.70,2.390170337802e+00,-5.514331103289e+00,-35.820000,Kumada,-4.62492,-0.345981,594.237,0.375,1250.877,11,70,0
Pd_11.71,-5.391675847186e+00,5.173077081902e+00,-21.280000,Kumada,-5.99687,-0.195757,501.064,0.44,948.8707,11,71,0
Pd_11.72,-1.072307932662e+01,-8.956905641323e+00,-32.407736,Kumada,NAN,NAN,674.282,0.32432,1231.937,11,72,0
Pd_11.73,-1.241491218792e+01,-6.632694848312e+00,-26.308640,Kumada,NAN,NAN,733.306,0.31707,1830.570,11,73,0
Pd_11.74,-8.925377743456e+00,-9.649742784368e+00,-35.553441,Kumada,NAN,NAN,592.221,0.36667,1165.564,11,74,0
Pd_11.75,-8.856733604839e+00,-9.516567959336e+00,-34.142533,Kumada,NAN,NAN,611.180,0.35484,1160.463,11,75,0
Pd_11.76,-1.436842644058e+01,2.139068835582e+00,-33.396250,Kumada,NAN,NAN,862.659,0.25,1816.974,11,76,0
Pd_11.77,-1.422909890641e+01,3.770031784110e+00,-32.629418,Kumada,NAN,NAN,862.659,0.36667,1665.189,11,77,0
Pd_11.78,-6.533377151714e+00,4.924036751899e+00,-21.387260,Kumada,NAN,NAN,541.109,0.39286,1149.826,11,78,0
Pd_11.79,3.394887362265e+00,-5.522408837434e+00,-23.489282,Kumada,NAN,NAN,543.125,0.39286,1046.532,11,79,0
Pd_1.17,-4.815489948951e+00,-1.367358267759e+01,-24.430000,Suzuki,-6.28025,-0.065039,377.955,0.46154,328.6641,1,17,0
Pd_11.80,4.008721181454e+00,-2.095080227510e+01,-32.221772,Kumada,NAN,NAN,542.117,0.47826,1140.335,11,80,0
Pd_11.81,-1.210451177776e+01,-8.483934651069e+00,-31.569090,Kumada,NAN,NAN,753.340,0.27907,1379.395,11,81,0
Pd_11.82,-9.328576137615e+00,-9.528194223760e+00,-34.134241,Kumada,NAN,NAN,637.266,0.33333,1082.332,11,82,0
Pd_11.83,-1.015106082157e+01,-9.001974832528e+00,-31.962165,Kumada,NAN,NAN,682.299,0.30556,1181.871,11,83,0
Pd_11.84,-1.196292386374e+01,-7.663209809521e+00,-31.270399,Kumada,NAN,NAN,739.441,0.34146,1543.910,11,84,0
Pd_11.85,1.942235145628e+00,-5.458211262062e+00,-44.156319,Stille,NAN,NAN,619.247,0.38235,1285.298,11,85,0
Pd_11.86,1.190806789924e+00,-4.918209551802e+00,-42.691619,Negishi,NAN,NAN,618.239,0.41176,1441.819,11,86,0
Pd_11.87,3.061550803887e+00,-5.568163339068e+00,-41.644088,Negishi,NAN,NAN,555.160,0.37931,1118.746,11,87,0
Pd_11.88,2.191840285827e+00,-5.083415283405e+00,-40.120383,Negishi,NAN,NAN,584.178,0.41935,1354.121,11,88,0
Pd_11.89,2.254008495577e+00,-5.597741691176e+00,-39.466448,Negishi,NAN,NAN,596.233,0.34375,1271.843,11,89,0
Pd_1.18,-6.826287316996e+00,-1.191789253843e+01,-17.290000,Kumada,-6.0094,-0.116372,462.116,0.36842,578.1993,1,18,0
Pd_11.90,-5.514219181588e-02,-5.714266695281e+00,-21.449713,Kumada,NAN,NAN,645.261,0.36111,1508.129,11,90,0
Pd_1.19,-3.655374726425e+00,-1.425050866279e+01,-27.030000,Kumada,-6.33796,-0.067138,383.918,0.57143,326.0667,1,19,0
Pd_1.1,-3.020425964089e+00,-1.557120606569e+01,-12.890000,Kumada,-7.47799,0.077687,383.102,0.55556,89.61614,1,1,0
Pd_1.20,-5.813551279444e+00,-1.251599662796e+01,-18.610000,Kumada,-6.38206,-0.114623,443.970,0.44444,635.5836,1,20,0
Pd_12.12,-1.188654783870e+01,-8.620208009689e+00,-29.670000,Kumada,-5.33676,-0.445771,740.958,0.28889,1282.282,12,12,0
Pd_12.13,-1.242714122700e+01,-8.038439945116e+00,-33.890000,Kumada,-5.00329,-0.478644,729.069,0.28889,1615.345,12,13,0
Pd_12.14,-1.215393273312e+01,-8.411133199991e+00,-32.890000,Kumada,-5.14376,-0.410935,729.069,0.26667,1430.416,12,14,0
Pd_12.15,-1.211850797878e+01,-8.453041489731e+00,-26.870000,Kumada,-5.03024,-0.413472,729.069,0.26667,1401.229,12,15,0
Pd_12.16,-1.433016648400e+01,-7.448008257839e+00,-20.700000,Kumada,-4.74551,-0.436151,813.230,0.2549,1670.313,12,16,0
Pd_12.17,-8.820835642229e+00,-1.002005221383e+01,-35.850000,Kumada,-5.09966,-0.384905,556.883,0.35484,1026.923,12,17,0
Pd_12.18,-1.038190974886e+01,-9.269684960874e+00,-28.040000,Kumada,-4.66929,-0.493403,641.044,0.2973,1111.372,12,18,0
Pd_12.19,-8.888394020299e+00,-9.803029133318e+00,-37.330000,Kumada,-5.13368,-0.362421,562.847,0.375,1108.739,12,19,0
Pd_1.21,-7.056387486259e+00,-1.141535438649e+01,-14.950000,Kumada,-6.31972,-0.126398,488.070,0.40909,714.8671,1,21,0
Pd_12.20,-9.776275089459e+00,-9.387141013401e+00,-35.820000,Kumada,-5.41434,-0.345876,622.898,0.33333,1218.615,12,20,0
Pd_12.21,-1.116231333658e+01,-8.823538860735e+00,-31.980000,Kumada,-4.92816,-0.433529,666.998,0.3,1269.416,12,21,0
Pd_12.22,-1.170872197605e+01,-8.723643801529e+00,-17.780000,Kumada,-4.78443,-0.443218,713.110,0.27907,1216.841,12,22,0
Pd_12.23,-1.216420617206e+01,-8.427029631483e+00,-17.390000,Kumada,-4.52991,-0.429474,741.164,0.28889,1399.302,12,23,0
Pd_12.24,-1.155978795884e+01,-8.679732612883e+00,-29.490000,Kumada,-5.07706,-0.380170,693.036,0.28571,1292.911,12,24,0
Pd_12.25,-1.158803038919e+01,-8.810827675091e+00,-33.980000,Kumada,-5.1149,-0.444196,701.015,0.27907,1157.440,12,25,0
Pd_12.26,-1.173443402108e+01,-8.753649212897e+00,-30.640000,Kumada,-4.97852,-0.396866,717.014,0.27273,1192.032,12,26,0
Pd_12.27,-1.154158088308e+01,-8.825046580180e+00,-33.930000,Kumada,-5.05311,-0.360998,701.015,0.30233,1149.179,12,27,0
Pd_12.28,-8.711508900014e+00,-9.645396355812e+00,-30.380000,Kumada,-5.48838,-0.296297,572.795,0.375,1206.183,12,28,0
Pd_12.29,-8.700868090288e+00,-9.598901776107e+00,-41.730000,Negishi,-5.23114,-0.358406,569.842,0.375,1232.726,12,29,0
Pd_1.22,-7.844946390661e+00,-1.098693872865e+01,-7.200000,Negishi,-6.06302,-0.178253,534.182,0.36,687.2683,1,22,0
Pd_12.30,-1.123775113829e+01,-8.670872018618e+00,-28.510000,Kumada,-4.96083,-0.477614,696.084,0.29268,1348.503,12,30,0
Pd_12.31,-9.758656244649e+00,-9.487810987339e+00,-30.090000,Kumada,-4.90502,-0.401701,640.965,0.32432,1105.903,12,31,0
Pd_12.32,-6.430490996610e+00,4.608443789662e+00,-37.660000,Kumada,-4.48772,-0.506786,520.830,0.36667,1018.402,12,32,0
Pd_12.33,-6.770084510519e+00,4.479178691323e+00,-42.910000,Negishi,-4.61403,-0.363419,548.883,0.34375,981.3093,12,33,0
Pd_12.34,-7.064269647014e+00,4.339792792755e+00,-40.660000,Negishi,-4.41912,-0.493200,576.937,0.32353,938.2307,12,34,0
Pd_12.35,-7.620533852816e+00,4.125190383139e+00,-30.870000,Kumada,-4.37856,-0.515231,604.991,0.30556,1005.980,12,35,0
Pd_12.36,-8.850778643603e+00,3.754216318270e+00,-44.600000,Stille,-4.58408,-0.383326,657.067,0.325,1135.103,12,36,0
Pd_12.37,-1.843931971553e+01,6.675557406861e+00,-36.190000,Kumada,-4.49371,-0.360447,728.125,0.54167,1707.602,12,37,0
Pd_12.38,-6.555357603251e+00,4.615775372245e+00,-43.580000,Stille,-4.50487,-0.459608,521.838,0.36667,1104.982,12,38,0
Pd_12.39,-6.877387980198e+00,4.466241811994e+00,-42.900000,Negishi,-4.55768,-0.405998,549.891,0.34375,1049.163,12,39,0
Pd_1.23,-1.005028506630e+01,-1.988201874799e+01,-14.960000,Kumada,-5.8918,-0.200976,561.228,0.6,822.7770,1,23,0
Pd_12.40,-7.159711256203e+00,4.347665085405e+00,-43.010000,Stille,-4.436,-0.476265,577.945,0.32353,994.0084,12,40,0
Pd_12.41,-1.073459425800e+01,3.375191092501e+00,-36.890000,Kumada,-4.42321,-0.367532,730.141,0.30435,1446.712,12,41,0
Pd_12.42,-6.457419675933e+00,4.673920761556e+00,-40.820000,Negishi,-4.75422,-0.482792,561.666,0.36667,992.2028,12,42,0
Pd_12.43,-7.051668173604e+00,4.583062918693e+00,-36.850000,Kumada,-4.76102,-0.483736,589.720,0.34375,1087.491,12,43,0
Pd_12.44,-7.062486998210e+00,4.468809992570e+00,-36.640000,Kumada,-4.39381,-0.524864,548.883,0.34375,1164.071,12,44,0
Pd_12.45,-9.426612336950e+00,3.809961233812e+00,-37.780000,Kumada,-4.6437,-0.388664,655.051,0.325,1391.661,12,45,0
Pd_12.46,-9.776754653159e+00,3.694495822480e+00,-46.440000,Stille,-4.32085,-0.418590,675.041,0.33333,1433.679,12,46,0
Pd_12.47,-1.005374593497e+01,3.628529556185e+00,-39.950000,Negishi,-4.67092,-0.378076,689.068,0.32558,1497.521,12,47,0
Pd_12.48,-7.375919266992e+00,4.401571887796e+00,-40.350000,Negishi,-4.5144,-0.485205,583.909,0.37143,1128.652,12,48,0
Pd_12.49,-7.146173586675e+00,4.450909135126e+00,-42.100000,Negishi,-4.54761,-0.502241,582.901,0.37143,986.9023,12,49,0
Pd_1.24,-7.736808408625e+00,-1.089743674745e+01,-5.700000,Stille,-6.1681,-0.113557,514.108,0.375,839.9309,1,24,0
Pd_12.50,3.364307542326e+00,-5.608682535577e+00,-33.500000,Kumada,-4.62709,-0.404185,503.799,0.37931,1075.278,12,50,0
Pd_12.51,3.125984562889e+00,-5.617309482872e+00,-33.160000,Kumada,-4.63608,-0.381374,538.244,0.36667,1114.678,12,51,0
Pd_12.52,3.173243740797e+00,-5.635506592026e+00,-32.340000,Kumada,-4.76592,-0.396789,538.244,0.36667,1079.366,12,52,0
Pd_12.53,3.153586686838e+00,-5.513260599018e+00,-31.870000,Kumada,-4.75776,-0.402231,538.244,0.4,1137.112,12,53,0
Pd_12.54,3.296308690723e+00,-5.638599938802e+00,-34.720000,Kumada,-4.6848,-0.341032,521.789,0.36667,1054.929,12,54,0
Pd_12.55,3.127338390967e+00,-5.589928993286e+00,-32.290000,Kumada,-4.74415,-0.395072,521.789,0.36667,1171.236,12,55,0
Pd_12.56,3.323892574322e+00,-5.553941508388e+00,-35.140000,Kumada,-4.71039,-0.393638,521.789,0.4,1082.812,12,56,0
Pd_12.57,3.187141805217e+00,-5.613951604142e+00,-37.340000,Kumada,-4.63934,-0.379153,517.826,0.36667,1119.285,12,57,0
Pd_12.58,3.275100135713e+00,-5.641871803898e+00,-32.600000,Kumada,-4.58408,-0.404989,517.826,0.36667,1048.187,12,58,0
Pd_12.59,3.125011820191e+00,-5.502861884927e+00,-33.670000,Kumada,-4.56612,-0.407348,517.826,0.4,1198.286,12,59,0
Pd_1.25,-8.027882082081e+00,-1.064261890522e+01,-20.360000,Kumada,-6.24541,-0.152181,522.087,0.36,944.4934,1,25,0
Pd_12.60,3.044401123779e+00,-5.623907914968e+00,-36.520000,Kumada,-5.208,-0.285042,533.825,0.35484,1147.655,12,60,0
Pd_12.61,3.177173341593e+00,-5.587788145490e+00,-33.870000,Kumada,-4.60886,-0.406535,533.825,0.3871,1098.630,12,61,0
Pd_12.62,3.055991866004e+00,-5.406603092879e+00,-33.220000,Kumada,-4.51276,-0.402112,533.825,0.41935,1197.057,12,62,0
Pd_12.63,2.841866424063e+00,-5.438166037637e+00,-34.160000,Kumada,-4.36468,-0.415829,546.868,0.40625,1248.883,12,63,0
Pd_12.64,3.070390267064e+00,-5.639825397158e+00,-35.080000,Kumada,-4.63472,-0.387128,531.853,0.35484,1109.352,12,64,0
Pd_12.65,3.033932805207e+00,-5.620140982908e+00,-36.210000,Kumada,-4.58354,-0.390003,545.880,0.375,1078.172,12,65,0
Pd_12.66,3.100274886936e+00,-5.646601175557e+00,-35.250000,Kumada,-4.86964,-0.334862,557.769,0.375,1050.028,12,66,0
Pd_12.67,5.060618427690e+00,-2.097320442174e+01,-36.340000,Kumada,-5.03977,-0.267742,491.764,0.47826,914.4753,12,67,0
Pd_12.68,5.029203274018e+00,-2.135917681724e+01,-35.120000,Kumada,-4.77844,-0.324980,481.769,0.40741,1036.326,12,68,0
Pd_12.69,3.887971963618e+00,-5.649040701336e+00,-34.360000,Kumada,-4.58299,-0.395853,482.801,0.40741,886.8439,12,69,0
Pd_1.26,-8.106478313812e+00,-1.069411128609e+01,-18.323790,Kumada,NAN,NAN,538.086,0.34615,864.1802,1,26,0
Pd_12.70,3.118413722623e+00,-5.670579892040e+00,-35.150000,Kumada,-4.62519,-0.406485,544.872,0.375,992.8627,12,70,0
Pd_12.71,-4.958035457217e+00,5.126384225585e+00,-18.900000,Kumada,-5.73882,-0.272277,451.699,0.44,860.3716,12,71,0
Pd_12.72,-1.009604107426e+01,-9.414720776589e+00,-35.629167,Kumada,NAN,NAN,624.917,0.32432,1061.449,12,72,0
Pd_12.73,-1.107472212061e+01,-8.717462963644e+00,-25.593092,Suzuki,NAN,NAN,683.941,0.31707,1330.042,12,73,0
Pd_12.74,-8.547777934656e+00,-1.023473887911e+01,-35.823817,Kumada,NAN,NAN,542.856,0.36667,936.5847,12,74,0
Pd_12.75,-8.604316699983e+00,-1.009619870490e+01,-37.532207,Kumada,NAN,NAN,561.815,0.35484,1047.940,12,75,0
Pd_12.76,-1.381139761065e+01,3.689943408108e+00,-35.381210,Kumada,NAN,NAN,812.286,0.36667,1573.911,12,76,0
Pd_12.77,-1.410651576524e+01,2.528463423140e+00,-33.229285,Kumada,NAN,NAN,814.302,0.25,1515.412,12,77,0
Pd_12.78,-5.793280472179e+00,4.795742425542e+00,-18.973179,Kumada,NAN,NAN,491.744,0.39286,939.3679,12,78,0
Pd_12.79,3.673413471562e+00,-5.631851493994e+00,-22.863231,Kumada,NAN,NAN,493.760,0.39286,967.6929,12,79,0
Pd_1.27,-7.771416608132e+00,-1.056493924541e+01,-24.330000,Suzuki,-6.18906,-0.131147,522.087,0.4,975.0131,1,27,0
Pd_12.80,5.041889143797e+00,-2.096307607630e+01,-30.716918,Kumada,NAN,NAN,492.752,0.47826,948.5865,12,80,0
Pd_12.81,-1.146430455934e+01,-8.804271901103e+00,-33.897233,Kumada,NAN,NAN,703.975,0.27907,1199.962,12,81,0
Pd_12.82,-8.969039363283e+00,-1.002544663240e+01,-35.283468,Kumada,NAN,NAN,587.901,0.33333,970.2488,12,82,0
Pd_12.83,-9.813234926526e+00,-9.448994075029e+00,-32.170105,Kumada,NAN,NAN,632.934,0.30556,1166.831,12,83,0
Pd_12.84,-1.152656208599e+01,-8.032861795009e+00,-31.962617,Kumada,NAN,NAN,690.076,0.34146,1518.754,12,84,0
Pd_12.85,2.875440716235e+00,-5.669844343590e+00,-43.674446,Stille,NAN,NAN,569.882,0.38235,1015.361,12,85,0
Pd_12.86,2.169576917929e+00,-5.292038966762e+00,-43.166601,Stille,NAN,NAN,568.874,0.41176,1383.160,12,86,0
Pd_12.87,3.518182656514e+00,-5.646598955173e+00,-40.753502,Negishi,NAN,NAN,505.795,0.37931,984.8157,12,87,0
Pd_12.88,2.866401284759e+00,-5.254992378989e+00,-39.637571,Negishi,NAN,NAN,534.813,0.41935,1297.191,12,88,0
Pd_12.89,2.828152015502e+00,-5.622791332899e+00,-40.168714,Negishi,NAN,NAN,546.868,0.34375,1194.409,12,89,0
Pd_1.28,-3.482614923285e+00,-1.467703131325e+01,-23.160000,Kumada,-6.56063,0.011392,393.866,0.57143,189.0773,1,28,0
Pd_12.90,1.533028650149e+00,-5.436339283586e+00,-21.604955,Kumada,NAN,NAN,595.896,0.36111,1448.860,12,90,0
Pd_1.29,-3.503678126558e+00,-1.466575190185e+01,-21.680000,Kumada,-6.21192,-0.085846,390.914,0.57143,203.0729,1,29,0
Pd_1.2,-3.534686945065e+00,-1.516326870759e+01,-29.110000,Kumada,-6.29168,0.010568,321.847,0.55556,163.3518,1,2,0
Pd_1.30,-7.392183408174e+00,-1.155216066447e+01,-16.160000,Kumada,-5.75923,-0.155231,517.156,0.34783,692.9221,1,30,0
Pd_13.13,-1.265050209325e+01,-7.981635115957e+00,-31.680000,Kumada,-4.7319,-0.417761,717.179,0.28889,1613.901,13,13,0
Pd_13.14,-1.260498347694e+01,-8.089001096765e+00,-31.330000,Kumada,-4.85058,-0.449607,717.179,0.26667,1578.575,13,14,0
Pd_13.15,-1.247838017750e+01,-8.253482758906e+00,-29.450000,Kumada,-4.71175,-0.423087,717.179,0.26667,1517.105,13,15,0
Pd_13.16,-1.541597394619e+01,-6.814266319277e+00,-26.600000,Kumada,-4.44144,-0.446107,801.341,0.2549,2024.108,13,16,0
Pd_13.17,-9.103037548774e+00,-9.140704715181e+00,-38.200000,Kumada,-4.70086,-0.391337,544.994,0.35484,1374.833,13,17,0
Pd_13.18,-1.132000025942e+01,-7.977263708099e+00,-32.550000,Kumada,-4.46839,-0.466386,629.155,0.2973,1596.300,13,18,0
Pd_13.19,-9.244500132239e+00,-7.442949781509e+00,-38.730000,Negishi,-4.78089,-0.367656,550.957,0.375,1560.755,13,19,0
Pd_1.31,-2.898891834081e+00,-1.403583587257e+01,-20.070000,Kumada,-5.71949,-0.139240,461.029,0.58824,402.9031,1,31,0
Pd_13.20,-1.077600280653e+01,-7.380905983962e+00,-31.960000,Kumada,-5.17751,-0.376216,611.009,0.33333,1629.983,13,20,0
Pd_13.21,-1.151516528860e+01,-8.569231784951e+00,-32.730000,Kumada,-4.73707,-0.445922,655.108,0.3,1401.732,13,21,0
Pd_13.22,-1.227529852993e+01,-8.158284897020e+00,-26.870000,Kumada,-4.62764,-0.469552,701.221,0.27907,1572.695,13,22,0
Pd_13.23,-1.278673677040e+01,-7.902401209757e+00,-16.430000,Kumada,-4.3527,-0.500858,729.275,0.28889,1637.159,13,23,0
Pd_13.24,-1.228112967085e+01,-7.924310332423e+00,-29.950000,Kumada,-4.57401,-0.452134,681.146,0.28571,1660.147,13,24,0
Pd_13.25,-1.280585561039e+01,-7.544354096768e+00,-35.370000,Kumada,-4.78008,-0.453520,689.126,0.27907,1786.753,13,25,0
Pd_13.26,-1.264404854054e+01,-7.805570137674e+00,-27.500000,Kumada,-4.77001,-0.470907,705.125,0.27273,1707.459,13,26,0
Pd_13.27,-1.223881160203e+01,-8.067504044314e+00,-34.370000,Kumada,-4.72101,-0.428117,689.126,0.30233,1591.630,13,27,0
Pd_13.28,-8.886672747293e+00,-7.670938202323e+00,-32.880000,Kumada,-5.03024,-0.303682,560.905,0.375,1568.844,13,28,0
Pd_13.29,-9.486332499684e+00,-6.081054715987e+00,-43.790000,Stille,-4.86338,-0.373688,557.953,0.375,1716.229,13,29,0
Pd_1.32,-9.326737738117e-01,5.725848795966e+00,-27.250000,Kumada,-5.92447,-0.045881,341.901,0.5,176.7121,1,32,0
Pd_13.30,-1.213240390330e+01,-7.612998313705e+00,-23.650000,Kumada,-4.6848,-0.486526,684.195,0.29268,1719.676,13,30,0
Pd_13.31,-1.082607952609e+01,-7.439600910430e+00,-33.820000,Kumada,-4.59987,-0.413702,629.075,0.32432,1627.608,13,31,0
Pd_13.32,-7.825943864551e+00,5.078185460480e+00,-42.920000,Negishi,-4.19155,-0.467906,508.940,0.36667,1429.185,13,32,0
Pd_13.33,-7.915866816079e+00,4.549496558550e+00,-42.940000,Negishi,-4.21932,-0.389110,536.994,0.34375,1401.210,13,33,0
Pd_13.34,-8.606795026537e+00,4.345312492480e+00,-40.460000,Negishi,-4.0666,-0.505400,565.048,0.32353,1457.438,13,34,0
Pd_13.35,-9.196807820499e+00,4.025799408143e+00,-33.410000,Kumada,-4.02958,-0.532453,593.101,0.30556,1473.982,13,35,0
Pd_13.36,-9.711474530933e+00,3.730749596241e+00,-44.960000,Stille,-4.24627,-0.408050,645.177,0.325,1453.200,13,36,0
Pd_13.37,-1.858700775988e+01,6.677342348647e+00,-39.360000,Negishi,-4.13793,-0.384752,716.235,0.54167,1907.444,13,37,0
Pd_13.38,-7.753949522129e+00,5.012490247956e+00,-42.870000,Negishi,-4.09328,-0.509970,509.948,0.36667,1415.181,13,38,0
Pd_13.39,-8.012378893629e+00,4.582749508713e+00,-43.840000,Stille,-4.20407,-0.426719,538.002,0.34375,1419.613,13,39,0
Pd_1.33,-1.220588091461e+00,5.765712713716e+00,-33.139505,Kumada,NAN,NAN,369.955,0.5,192.4461,1,33,0
Pd_13.40,-8.383147668922e+00,4.296564757208e+00,-43.690000,Stille,-4.02768,-0.512777,566.056,0.32353,1398.800,13,40,0
Pd_13.41,-1.267380993984e+01,2.186775746048e+00,-36.940000,Kumada,-4.08757,-0.376481,718.251,0.30435,1996.118,13,41,0
Pd_13.42,-8.458372633105e+00,5.350679861033e+00,-44.880000,Stille,-4.3919,-0.495156,549.777,0.36667,1534.996,13,42,0
Pd_13.43,-8.330516535405e+00,4.638997098102e+00,-38.140000,Kumada,-4.38891,-0.494118,577.830,0.34375,1464.061,13,43,0
